doi,title,abstract,included,decision_source,final_verdict,landing_url,pdf_url,year,source_anchor,source_term,metadata_json,arxiv_id,openalex_id
10.48550/arxiv.2209.11910,A Focused Study on Sequence Length for Dialogue Summarization,"Output length is critical to dialogue summarization systems. The dialogue summary length is determined by multiple factors, including dialogue complexity, summary objective, and personal preferences. In this work, we approach dialogue summary length from three perspectives. First, we analyze the length differences between existing models' outputs and the corresponding human references and find that summarization models tend to produce more verbose summaries due to their pretraining objectives. Second, we identify salient features for summary length prediction by comparing different model settings. Third, we experiment with a length-aware summarizer and show notable improvement on existing models if summary length can be well incorporated. Analysis and experiments are conducted on popular DialogSum and SAMSum datasets to validate our findings.",1,,include (senior:4),https://arxiv.org/abs/2209.11910v2,https://arxiv.org/pdf/2209.11910v2,2022,dialogue summarization,sequence to sequence,"{""arxiv_id"": ""2209.11910"", ""title"": ""A Focused Study on Sequence Length for Dialogue Summarization"", ""summary"": ""Output length is critical to dialogue summarization systems. The dialogue summary length is determined by multiple factors, including dialogue complexity, summary objective, and personal preferences. In this work, we approach dialogue summary length from three perspectives. First, we analyze the length differences between existing models' outputs and the corresponding human references and find that summarization models tend to produce more verbose summaries due to their pretraining objectives. Second, we identify salient features for summary length prediction by comparing different model settings. Third, we experiment with a length-aware summarizer and show notable improvement on existing models if summary length can be well incorporated. Analysis and experiments are conducted on popular DialogSum and SAMSum datasets to validate our findings."", ""authors"": [""Bin Wang"", ""Chen Zhang"", ""Chengwei Wei"", ""Haizhou Li""], ""published"": ""2022-09-24T02:49:48Z"", ""updated"": ""2022-10-27T03:55:03Z"", ""categories"": [""cs.CL"", ""cs.HC""], ""pdf_url"": ""https://arxiv.org/pdf/2209.11910v2"", ""landing_url"": ""https://arxiv.org/abs/2209.11910v2"", ""doi"": ""https://doi.org/10.48550/arXiv.2209.11910""}",2209.1191,https://openalex.org/W4297411672
10.48550/arxiv.2210.11777,Analyzing and Evaluating Faithfulness in Dialogue Summarization,"Dialogue summarization is abstractive in nature, making it suffer from factual errors. The factual correctness of summaries has the highest priority before practical applications. Many efforts have been made to improve faithfulness in text summarization. However, there is a lack of systematic study on dialogue summarization systems. In this work, we first perform the fine-grained human analysis on the faithfulness of dialogue summaries and observe that over 35% of generated summaries are faithfully inconsistent respective the source dialogues. Furthermore, we present a new model-level faithfulness evaluation method. It examines generation models with multi-choice questions created by rule-based transformations. Experimental results show that our evaluation schema is a strong proxy for the factual correctness of summarization models. The human-annotated faithfulness samples and the evaluation toolkit are released to facilitate future research toward faithful dialogue summarization.",1,,include (junior:5),https://arxiv.org/abs/2210.11777v1,https://arxiv.org/pdf/2210.11777v1,2022,dialogue summarization,sequence to sequence,"{""arxiv_id"": ""2210.11777"", ""title"": ""Analyzing and Evaluating Faithfulness in Dialogue Summarization"", ""summary"": ""Dialogue summarization is abstractive in nature, making it suffer from factual errors. The factual correctness of summaries has the highest priority before practical applications. Many efforts have been made to improve faithfulness in text summarization. However, there is a lack of systematic study on dialogue summarization systems. In this work, we first perform the fine-grained human analysis on the faithfulness of dialogue summaries and observe that over 35% of generated summaries are faithfully inconsistent respective the source dialogues. Furthermore, we present a new model-level faithfulness evaluation method. It examines generation models with multi-choice questions created by rule-based transformations. Experimental results show that our evaluation schema is a strong proxy for the factual correctness of summarization models. The human-annotated faithfulness samples and the evaluation toolkit are released to facilitate future research toward faithful dialogue summarization."", ""authors"": [""Bin Wang"", ""Chen Zhang"", ""Yan Zhang"", ""Yiming Chen"", ""Haizhou Li""], ""published"": ""2022-10-21T07:22:43Z"", ""updated"": ""2022-10-21T07:22:43Z"", ""categories"": [""cs.CL""], ""pdf_url"": ""https://arxiv.org/pdf/2210.11777v1"", ""landing_url"": ""https://arxiv.org/abs/2210.11777v1"", ""doi"": ""https://doi.org/10.48550/arXiv.2210.11777""}",2210.11777,https://openalex.org/W4307205406
10.48550/arxiv.2211.07145,Towards Understanding Omission in Dialogue Summarization,"Dialogue summarization aims to condense the lengthy dialogue into a concise summary, and has recently achieved significant progress. However, the result of existing methods is still far from satisfactory. Previous works indicated that omission is a major factor in affecting the quality of summarization, but few of them have further explored the omission problem, such as how omission affects summarization results and how to detect omission, which is critical for reducing omission and improving summarization quality. Moreover, analyzing and detecting omission relies on summarization datasets with omission labels (i.e., which dialogue utterances are omitted in the summarization), which are not available in the current literature. In this paper, we propose the OLDS dataset, which provides high-quality Omission Labels for Dialogue Summarization. By analyzing this dataset, we find that a large improvement in summarization quality can be achieved by providing ground-truth omission labels for the summarization model to recover omission information, which demonstrates the importance of omission detection for omission mitigation in dialogue summarization. Therefore, we formulate an omission detection task and demonstrate our proposed dataset can support the training and evaluation of this task well. We also call for research action on omission detection based on our proposed datasets. Our dataset and codes are publicly available.",1,,include (junior:5),https://arxiv.org/abs/2211.07145v2,https://arxiv.org/pdf/2211.07145v2,2022,dialogue summarization,sequence to sequence,"{""arxiv_id"": ""2211.07145"", ""title"": ""Towards Understanding Omission in Dialogue Summarization"", ""summary"": ""Dialogue summarization aims to condense the lengthy dialogue into a concise summary, and has recently achieved significant progress. However, the result of existing methods is still far from satisfactory. Previous works indicated that omission is a major factor in affecting the quality of summarization, but few of them have further explored the omission problem, such as how omission affects summarization results and how to detect omission, which is critical for reducing omission and improving summarization quality. Moreover, analyzing and detecting omission relies on summarization datasets with omission labels (i.e., which dialogue utterances are omitted in the summarization), which are not available in the current literature. In this paper, we propose the OLDS dataset, which provides high-quality Omission Labels for Dialogue Summarization. By analyzing this dataset, we find that a large improvement in summarization quality can be achieved by providing ground-truth omission labels for the summarization model to recover omission information, which demonstrates the importance of omission detection for omission mitigation in dialogue summarization. Therefore, we formulate an omission detection task and demonstrate our proposed dataset can support the training and evaluation of this task well. We also call for research action on omission detection based on our proposed datasets. Our dataset and codes are publicly available."", ""authors"": [""Yicheng Zou"", ""Kaitao Song"", ""Xu Tan"", ""Zhongkai Fu"", ""Qi Zhang"", ""Dongsheng Li"", ""Tao Gui""], ""published"": ""2022-11-14T06:56:59Z"", ""updated"": ""2023-05-11T13:26:02Z"", ""categories"": [""cs.CL""], ""pdf_url"": ""https://arxiv.org/pdf/2211.07145v2"", ""landing_url"": ""https://arxiv.org/abs/2211.07145v2"", ""doi"": ""https://doi.org/10.48550/arXiv.2211.07145""}",2211.07145,https://openalex.org/W4320021825
10.48550/arxiv.2211.08464,ED-FAITH: Evaluating Dialogue Summarization on Faithfulness,"Abstractive summarization models typically generate content unfaithful to the input, thus highlighting the significance of evaluating the faithfulness of generated summaries. Most faithfulness metrics are only evaluated on news domain, can they be transferred to other summarization tasks? In this work, we first present a systematic study of faithfulness metrics for dialogue summarization. We evaluate common faithfulness metrics on dialogue datasets and observe that most metrics correlate poorly with human judgements despite performing well on news datasets. Given these findings, to improve existing metrics' performance on dialogue summarization, we first finetune on in-domain dataset, then apply unlikelihood training on negative samples, and show that they can successfully improve metric performance on dialogue data. Inspired by the strong zero-shot performance of the T0 language model, we further propose T0-Score -- a new metric for faithfulness evaluation, which shows consistent improvement against baseline metrics across multiple domains.",1,,include (junior:4),https://arxiv.org/abs/2211.08464v1,https://arxiv.org/pdf/2211.08464v1,2022,dialogue summarization,sequence to sequence,"{""arxiv_id"": ""2211.08464"", ""title"": ""ED-FAITH: Evaluating Dialogue Summarization on Faithfulness"", ""summary"": ""Abstractive summarization models typically generate content unfaithful to the input, thus highlighting the significance of evaluating the faithfulness of generated summaries. Most faithfulness metrics are only evaluated on news domain, can they be transferred to other summarization tasks? In this work, we first present a systematic study of faithfulness metrics for dialogue summarization. We evaluate common faithfulness metrics on dialogue datasets and observe that most metrics correlate poorly with human judgements despite performing well on news datasets. Given these findings, to improve existing metrics' performance on dialogue summarization, we first finetune on in-domain dataset, then apply unlikelihood training on negative samples, and show that they can successfully improve metric performance on dialogue data. Inspired by the strong zero-shot performance of the T0 language model, we further propose T0-Score -- a new metric for faithfulness evaluation, which shows consistent improvement against baseline metrics across multiple domains."", ""authors"": [""Sicong Huang"", ""Asli Celikyilmaz"", ""Haoran Li""], ""published"": ""2022-11-15T19:33:50Z"", ""updated"": ""2022-11-15T19:33:50Z"", ""categories"": [""cs.CL""], ""pdf_url"": ""https://arxiv.org/pdf/2211.08464v1"", ""landing_url"": ""https://arxiv.org/abs/2211.08464v1"", ""doi"": ""https://doi.org/10.48550/arXiv.2211.08464""}",2211.08464,https://openalex.org/W4309299894
10.48550/arxiv.2301.10483,SWING: Balancing Coverage and Faithfulness for Dialogue Summarization,"Missing information is a common issue of dialogue summarization where some information in the reference summaries is not covered in the generated summaries. To address this issue, we propose to utilize natural language inference (NLI) models to improve coverage while avoiding introducing factual inconsistencies. Specifically, we use NLI to compute fine-grained training signals to encourage the model to generate content in the reference summaries that have not been covered, as well as to distinguish between factually consistent and inconsistent generated sentences. Experiments on the DialogSum and SAMSum datasets confirm the effectiveness of the proposed approach in balancing coverage and faithfulness, validated with automatic metrics and human evaluations. Additionally, we compute the correlation between commonly used automatic metrics with human judgments in terms of three different dimensions regarding coverage and factual consistency to provide insight into the most suitable metric for evaluating dialogue summaries.",1,,include (junior:5),https://arxiv.org/abs/2301.10483v1,https://arxiv.org/pdf/2301.10483v1,2023,dialogue summarization,sequence to sequence,"{""arxiv_id"": ""2301.10483"", ""title"": ""SWING: Balancing Coverage and Faithfulness for Dialogue Summarization"", ""summary"": ""Missing information is a common issue of dialogue summarization where some information in the reference summaries is not covered in the generated summaries. To address this issue, we propose to utilize natural language inference (NLI) models to improve coverage while avoiding introducing factual inconsistencies. Specifically, we use NLI to compute fine-grained training signals to encourage the model to generate content in the reference summaries that have not been covered, as well as to distinguish between factually consistent and inconsistent generated sentences. Experiments on the DialogSum and SAMSum datasets confirm the effectiveness of the proposed approach in balancing coverage and faithfulness, validated with automatic metrics and human evaluations. Additionally, we compute the correlation between commonly used automatic metrics with human judgments in terms of three different dimensions regarding coverage and factual consistency to provide insight into the most suitable metric for evaluating dialogue summaries."", ""authors"": [""Kung-Hsiang Huang"", ""Siffi Singh"", ""Xiaofei Ma"", ""Wei Xiao"", ""Feng Nan"", ""Nicholas Dingwall"", ""William Yang Wang"", ""Kathleen McKeown""], ""published"": ""2023-01-25T09:33:11Z"", ""updated"": ""2023-01-25T09:33:11Z"", ""categories"": [""cs.CL""], ""pdf_url"": ""https://arxiv.org/pdf/2301.10483v1"", ""landing_url"": ""https://arxiv.org/abs/2301.10483v1"", ""doi"": ""https://doi.org/10.48550/arXiv.2301.10483""}",2301.10483,https://openalex.org/W4318239921
10.48550/arxiv.2305.16548,Annotating and Detecting Fine-grained Factual Errors for Dialogue Summarization,"A series of datasets and models have been proposed for summaries generated for well-formatted documents such as news articles. Dialogue summaries, however, have been under explored. In this paper, we present the first dataset with fine-grained factual error annotations named DIASUMFACT. We define fine-grained factual error detection as a sentence-level multi-label classification problem, and we evaluate two state-of-the-art (SOTA) models on our dataset. Both models yield sub-optimal results, with a macro-averaged F1 score of around 0.25 over 6 error classes. We further propose an unsupervised model ENDERANKER via candidate ranking using pretrained encoder-decoder models. Our model performs on par with the SOTA models while requiring fewer resources. These observations confirm the challenges in detecting factual errors from dialogue summaries, which call for further studies, for which our dataset and results offer a solid foundation.",1,,include (senior:5),https://arxiv.org/abs/2305.16548v1,https://arxiv.org/pdf/2305.16548v1,2023,dialogue summarization,icsi,"{""arxiv_id"": ""2305.16548"", ""title"": ""Annotating and Detecting Fine-grained Factual Errors for Dialogue Summarization"", ""summary"": ""A series of datasets and models have been proposed for summaries generated for well-formatted documents such as news articles. Dialogue summaries, however, have been under explored. In this paper, we present the first dataset with fine-grained factual error annotations named DIASUMFACT. We define fine-grained factual error detection as a sentence-level multi-label classification problem, and we evaluate two state-of-the-art (SOTA) models on our dataset. Both models yield sub-optimal results, with a macro-averaged F1 score of around 0.25 over 6 error classes. We further propose an unsupervised model ENDERANKER via candidate ranking using pretrained encoder-decoder models. Our model performs on par with the SOTA models while requiring fewer resources. These observations confirm the challenges in detecting factual errors from dialogue summaries, which call for further studies, for which our dataset and results offer a solid foundation."", ""authors"": [""Rongxin Zhu"", ""Jianzhong Qi"", ""Jey Han Lau""], ""published"": ""2023-05-26T00:18:33Z"", ""updated"": ""2023-05-26T00:18:33Z"", ""categories"": [""cs.CL"", ""cs.AI""], ""pdf_url"": ""https://arxiv.org/pdf/2305.16548v1"", ""landing_url"": ""https://arxiv.org/abs/2305.16548v1"", ""doi"": ""https://doi.org/10.48550/arXiv.2305.16548""}",2305.16548,https://openalex.org/W4378713410
10.48550/arxiv.2305.17364,An Investigation of Evaluation Metrics for Automated Medical Note Generation,"Recent studies on automatic note generation have shown that doctors can save significant amounts of time when using automatic clinical note generation (Knoll et al., 2022). Summarization models have been used for this task to generate clinical notes as summaries of doctor-patient conversations (Krishna et al., 2021; Cai et al., 2022). However, assessing which model would best serve clinicians in their daily practice is still a challenging task due to the large set of possible correct summaries, and the potential limitations of automatic evaluation metrics. In this paper, we study evaluation methods and metrics for the automatic generation of clinical notes from medical conversations. In particular, we propose new task-specific metrics and we compare them to SOTA evaluation metrics in text summarization and generation, including: (i) knowledge-graph embedding-based metrics, (ii) customized model-based metrics, (iii) domain-adapted/fine-tuned metrics, and (iv) ensemble metrics. To study the correlation between the automatic metrics and manual judgments, we evaluate automatic notes/summaries by comparing the system and reference facts and computing the factual correctness, and the hallucination and omission rates for critical medical facts. This study relied on seven datasets manually annotated by domain experts. Our experiments show that automatic evaluation metrics can have substantially different behaviors on different types of clinical notes datasets. However, the results highlight one stable subset of metrics as the most correlated with human judgments with a relevant aggregation of different evaluation criteria.",1,,include (senior:4),https://arxiv.org/abs/2305.17364v1,https://arxiv.org/pdf/2305.17364v1,2023,dialogue summarization,evaluation metrics,"{""arxiv_id"": ""2305.17364"", ""title"": ""An Investigation of Evaluation Metrics for Automated Medical Note Generation"", ""summary"": ""Recent studies on automatic note generation have shown that doctors can save significant amounts of time when using automatic clinical note generation (Knoll et al., 2022). Summarization models have been used for this task to generate clinical notes as summaries of doctor-patient conversations (Krishna et al., 2021; Cai et al., 2022). However, assessing which model would best serve clinicians in their daily practice is still a challenging task due to the large set of possible correct summaries, and the potential limitations of automatic evaluation metrics. In this paper, we study evaluation methods and metrics for the automatic generation of clinical notes from medical conversations. In particular, we propose new task-specific metrics and we compare them to SOTA evaluation metrics in text summarization and generation, including: (i) knowledge-graph embedding-based metrics, (ii) customized model-based metrics, (iii) domain-adapted/fine-tuned metrics, and (iv) ensemble metrics. To study the correlation between the automatic metrics and manual judgments, we evaluate automatic notes/summaries by comparing the system and reference facts and computing the factual correctness, and the hallucination and omission rates for critical medical facts. This study relied on seven datasets manually annotated by domain experts. Our experiments show that automatic evaluation metrics can have substantially different behaviors on different types of clinical notes datasets. However, the results highlight one stable subset of metrics as the most correlated with human judgments with a relevant aggregation of different evaluation criteria."", ""authors"": [""Asma Ben Abacha"", ""Wen-wai Yim"", ""George Michalopoulos"", ""Thomas Lin""], ""published"": ""2023-05-27T04:34:58Z"", ""updated"": ""2023-05-27T04:34:58Z"", ""categories"": [""cs.CL"", ""cs.AI"", ""cs.LG""], ""pdf_url"": ""https://arxiv.org/pdf/2305.17364v1"", ""landing_url"": ""https://arxiv.org/abs/2305.17364v1"", ""doi"": ""https://doi.org/10.48550/arXiv.2305.17364""}",2305.17364,https://openalex.org/W4378770578
10.48550/arxiv.2306.05119,Reference Matters: Benchmarking Factual Error Correction for Dialogue Summarization with Fine-grained Evaluation Framework,"Factuality is important to dialogue summarization. Factual error correction (FEC) of model-generated summaries is one way to improve factuality. Current FEC evaluation that relies on factuality metrics is not reliable and detailed enough. To address this problem, we are the first to manually annotate a FEC dataset for dialogue summarization containing 4000 items and propose FERRANTI, a fine-grained evaluation framework based on reference correction that automatically evaluates the performance of FEC models on different error categories. Using this evaluation framework, we conduct sufficient experiments with FEC approaches under a variety of settings and find the best training modes and significant differences in the performance of the existing approaches on different factual error categories.",1,,include (junior:4),https://arxiv.org/abs/2306.05119v1,https://arxiv.org/pdf/2306.05119v1,2023,dialogue summarization,sequence to sequence,"{""arxiv_id"": ""2306.05119"", ""title"": ""Reference Matters: Benchmarking Factual Error Correction for Dialogue Summarization with Fine-grained Evaluation Framework"", ""summary"": ""Factuality is important to dialogue summarization. Factual error correction (FEC) of model-generated summaries is one way to improve factuality. Current FEC evaluation that relies on factuality metrics is not reliable and detailed enough. To address this problem, we are the first to manually annotate a FEC dataset for dialogue summarization containing 4000 items and propose FERRANTI, a fine-grained evaluation framework based on reference correction that automatically evaluates the performance of FEC models on different error categories. Using this evaluation framework, we conduct sufficient experiments with FEC approaches under a variety of settings and find the best training modes and significant differences in the performance of the existing approaches on different factual error categories."", ""authors"": [""Mingqi Gao"", ""Xiaojun Wan"", ""Jia Su"", ""Zhefeng Wang"", ""Baoxing Huai""], ""published"": ""2023-06-08T11:41:39Z"", ""updated"": ""2023-06-08T11:41:39Z"", ""categories"": [""cs.CL""], ""pdf_url"": ""https://arxiv.org/pdf/2306.05119v1"", ""landing_url"": ""https://arxiv.org/abs/2306.05119v1"", ""doi"": ""https://doi.org/10.48550/arXiv.2306.05119""}",2306.05119,https://openalex.org/W4380136521
10.48550/arxiv.2307.12371,PSentScore: Evaluating Sentiment Polarity in Dialogue Summarization,"Automatic dialogue summarization is a well-established task with the goal of distilling the most crucial information from human conversations into concise textual summaries. However, most existing research has predominantly focused on summarizing factual information, neglecting the affective content, which can hold valuable insights for analyzing, monitoring, or facilitating human interactions. In this paper, we introduce and assess a set of measures PSentScore, aimed at quantifying the preservation of affective content in dialogue summaries. Our findings indicate that state-of-the-art summarization models do not preserve well the affective content within their summaries. Moreover, we demonstrate that a careful selection of the training set for dialogue samples can lead to improved preservation of affective content in the generated summaries, albeit with a minor reduction in content-related metrics.",1,,include (senior:4),https://arxiv.org/abs/2307.12371v2,https://arxiv.org/pdf/2307.12371v2,2023,dialogue summarization,sequence to sequence,"{""arxiv_id"": ""2307.12371"", ""title"": ""PSentScore: Evaluating Sentiment Polarity in Dialogue Summarization"", ""summary"": ""Automatic dialogue summarization is a well-established task with the goal of distilling the most crucial information from human conversations into concise textual summaries. However, most existing research has predominantly focused on summarizing factual information, neglecting the affective content, which can hold valuable insights for analyzing, monitoring, or facilitating human interactions. In this paper, we introduce and assess a set of measures PSentScore, aimed at quantifying the preservation of affective content in dialogue summaries. Our findings indicate that state-of-the-art summarization models do not preserve well the affective content within their summaries. Moreover, we demonstrate that a careful selection of the training set for dialogue samples can lead to improved preservation of affective content in the generated summaries, albeit with a minor reduction in content-related metrics."", ""authors"": [""Yongxin Zhou"", ""Fabien Ringeval"", ""François Portet""], ""published"": ""2023-07-23T16:46:01Z"", ""updated"": ""2024-05-03T16:48:50Z"", ""categories"": [""cs.CL""], ""pdf_url"": ""https://arxiv.org/pdf/2307.12371v2"", ""landing_url"": ""https://arxiv.org/abs/2307.12371v2"", ""doi"": ""https://doi.org/10.48550/arXiv.2307.12371""}",2307.12371,https://openalex.org/W4385261561
10.48550/arxiv.2309.02105,Improving Query-Focused Meeting Summarization with Query-Relevant Knowledge,"Query-Focused Meeting Summarization (QFMS) aims to generate a summary of a given meeting transcript conditioned upon a query. The main challenges for QFMS are the long input text length and sparse query-relevant information in the meeting transcript. In this paper, we propose a knowledge-enhanced two-stage framework called Knowledge-Aware Summarizer (KAS) to tackle the challenges. In the first stage, we introduce knowledge-aware scores to improve the query-relevant segment extraction. In the second stage, we incorporate query-relevant knowledge in the summary generation. Experimental results on the QMSum dataset show that our approach achieves state-of-the-art performance. Further analysis proves the competency of our methods in generating relevant and faithful summaries.",1,,include (junior:4),https://arxiv.org/abs/2309.02105v1,https://arxiv.org/pdf/2309.02105v1,2023,dialogue summarization,qmsum,"{""arxiv_id"": ""2309.02105"", ""title"": ""Improving Query-Focused Meeting Summarization with Query-Relevant Knowledge"", ""summary"": ""Query-Focused Meeting Summarization (QFMS) aims to generate a summary of a given meeting transcript conditioned upon a query. The main challenges for QFMS are the long input text length and sparse query-relevant information in the meeting transcript. In this paper, we propose a knowledge-enhanced two-stage framework called Knowledge-Aware Summarizer (KAS) to tackle the challenges. In the first stage, we introduce knowledge-aware scores to improve the query-relevant segment extraction. In the second stage, we incorporate query-relevant knowledge in the summary generation. Experimental results on the QMSum dataset show that our approach achieves state-of-the-art performance. Further analysis proves the competency of our methods in generating relevant and faithful summaries."", ""authors"": [""Tiezheng Yu"", ""Ziwei Ji"", ""Pascale Fung""], ""published"": ""2023-09-05T10:26:02Z"", ""updated"": ""2023-09-05T10:26:02Z"", ""categories"": [""cs.CL"", ""cs.AI""], ""pdf_url"": ""https://arxiv.org/pdf/2309.02105v1"", ""landing_url"": ""https://arxiv.org/abs/2309.02105v1"", ""doi"": ""https://doi.org/10.48550/arXiv.2309.02105""}",2309.02105,https://openalex.org/W4386557490
10.48550/arxiv.2310.16810,Can GPT models Follow Human Summarization Guidelines? A Study for Targeted Communication Goals,"This study investigates the ability of GPT models (ChatGPT, GPT-4 and GPT-4o) to generate dialogue summaries that adhere to human guidelines. Our evaluation involved experimenting with various prompts to guide the models in complying with guidelines on two datasets: DialogSum (English social conversations) and DECODA (French call center interactions). Human evaluation, based on summarization guidelines, served as the primary assessment method, complemented by extensive quantitative and qualitative analyses. Our findings reveal a preference for GPT-generated summaries over those from task-specific pre-trained models and reference summaries, highlighting GPT models' ability to follow human guidelines despite occasionally producing longer outputs and exhibiting divergent lexical and structural alignment with references. The discrepancy between ROUGE, BERTScore, and human evaluation underscores the need for more reliable automatic evaluation metrics.",1,,include (junior:4),https://arxiv.org/abs/2310.16810v3,https://arxiv.org/pdf/2310.16810v3,2023,abstractive dialogue summarization,bertscore,"{""arxiv_id"": ""2310.16810"", ""title"": ""Can GPT models Follow Human Summarization Guidelines? A Study for Targeted Communication Goals"", ""summary"": ""This study investigates the ability of GPT models (ChatGPT, GPT-4 and GPT-4o) to generate dialogue summaries that adhere to human guidelines. Our evaluation involved experimenting with various prompts to guide the models in complying with guidelines on two datasets: DialogSum (English social conversations) and DECODA (French call center interactions). Human evaluation, based on summarization guidelines, served as the primary assessment method, complemented by extensive quantitative and qualitative analyses. Our findings reveal a preference for GPT-generated summaries over those from task-specific pre-trained models and reference summaries, highlighting GPT models' ability to follow human guidelines despite occasionally producing longer outputs and exhibiting divergent lexical and structural alignment with references. The discrepancy between ROUGE, BERTScore, and human evaluation underscores the need for more reliable automatic evaluation metrics."", ""authors"": [""Yongxin Zhou"", ""Fabien Ringeval"", ""François Portet""], ""published"": ""2023-10-25T17:39:07Z"", ""updated"": ""2025-10-04T23:22:58Z"", ""categories"": [""cs.CL"", ""cs.AI""], ""pdf_url"": ""https://arxiv.org/pdf/2310.16810v3"", ""landing_url"": ""https://arxiv.org/abs/2310.16810v3"", ""doi"": ""https://doi.org/10.48550/arXiv.2310.16810""}",2310.1681,https://openalex.org/W4387994297
10.48550/arxiv.2311.07194,Exploring the Factual Consistency in Dialogue Comprehension of Large Language Models,"LLMs (Large Language Models) usually interact with users in the form of dialogue and generate responses following their instructions, which naturally require dialogue comprehension abilities. However, dialogue comprehension is a general language ability which is hard to be evaluated directly. In this work, we propose to perform the evaluation focusing on the factual consistency issue with the help of the dialogue summarization task. Besides evaluating and analyzing the dialogue summarization performance (DIAC-Sum) of different LLMs, we also derive factual questions from the generated summaries and use them as a more flexible measurement of dialogue comprehension (DIAC-QA). Our evaluation shows that, on average, 26.8% of the summaries generated by LLMs contain factual inconsistency. Even ChatGPT, the strongest model evaluated, has such errors in 16% of its summaries. For answering the factual questions, which is more challenging, the average error rate of all evaluated LLMs is 36.1%. Both results indicate serious deficiencies. Detailed analysis shows that the understanding of subject/object of the conversation is still challenging for LLMs. Furthermore, to stimulate and enhance the dialogue comprehension ability of LLMs, we propose a fine-tuning paradigm with auto-constructed multi-task data, which achieved a relative error rate reduction of 11% on DIAC-QA.",1,,include (junior:5),https://arxiv.org/abs/2311.07194v3,https://arxiv.org/pdf/2311.07194v3,2023,dialogue summarization,icsi,"{""arxiv_id"": ""2311.07194"", ""title"": ""Exploring the Factual Consistency in Dialogue Comprehension of Large Language Models"", ""summary"": ""LLMs (Large Language Models) usually interact with users in the form of dialogue and generate responses following their instructions, which naturally require dialogue comprehension abilities. However, dialogue comprehension is a general language ability which is hard to be evaluated directly. In this work, we propose to perform the evaluation focusing on the factual consistency issue with the help of the dialogue summarization task. Besides evaluating and analyzing the dialogue summarization performance (DIAC-Sum) of different LLMs, we also derive factual questions from the generated summaries and use them as a more flexible measurement of dialogue comprehension (DIAC-QA). Our evaluation shows that, on average, 26.8% of the summaries generated by LLMs contain factual inconsistency. Even ChatGPT, the strongest model evaluated, has such errors in 16% of its summaries. For answering the factual questions, which is more challenging, the average error rate of all evaluated LLMs is 36.1%. Both results indicate serious deficiencies. Detailed analysis shows that the understanding of subject/object of the conversation is still challenging for LLMs. Furthermore, to stimulate and enhance the dialogue comprehension ability of LLMs, we propose a fine-tuning paradigm with auto-constructed multi-task data, which achieved a relative error rate reduction of 11% on DIAC-QA."", ""authors"": [""Shuaijie She"", ""Shujian Huang"", ""Xingyun Wang"", ""Yanke Zhou"", ""Jiajun Chen""], ""published"": ""2023-11-13T09:32:12Z"", ""updated"": ""2024-04-01T16:37:50Z"", ""categories"": [""cs.CL""], ""pdf_url"": ""https://arxiv.org/pdf/2311.07194v3"", ""landing_url"": ""https://arxiv.org/abs/2311.07194v3"", ""doi"": ""https://doi.org/10.48550/arXiv.2311.07194""}",2311.07194,https://openalex.org/W4388685402
